WardCode,WardName,Borough,type1_count,type2_count,type3_count,population,area_km2,pop_density,type1_density,type2_density,type3_density
E05011463,Addiscombe West,Croydon,1019,1564,364,16174,1.3376663754692304,12091.206220479631,761.7743995714569,1169.2003541999593,272.11568345830256
E05011464,Bensham Manor,Croydon,1103,1010,327,16993,1.4528582969055175,11696.254229468803,759.193103931271,695.1813553677097,225.07356752994164
E05011465,Broad Green,Croydon,2168,2411,732,20051,1.9447333340394326,10310.411020904234,1114.8057998763343,1239.7586639768642,376.4012202534486
E05011466,Coulsdon Town,Croydon,571,809,166,15498,4.5169576018537025,3431.070504987653,126.4125215090947,179.10285446735134,36.75040029861597
E05011467,Crystal Palace & Upper Norwood,Croydon,971,940,316,16285,2.5868260837777335,6295.359437623193,375.3634641653129,363.3796666481917,122.15741985194529
E05011468,Fairfield,Croydon,3502,4512,1578,15188,1.4761888087101183,10288.656783186936,2372.3252603845567,3056.519581626248,1068.9689494251372
E05011469,Kenley,Croydon,316,647,82,11013,5.173416654662381,2128.767260621639,61.08149045277744,125.06241874350317,15.85026018078402
E05011470,New Addington North,Croydon,766,449,186,10884,1.4062239345812757,7739.876795114339,544.7212077414171,319.29480714868964,132.26911832885585
E05011471,New Addington South,Croydon,896,824,261,11434,2.495223724756281,4582.354634800055,359.08603750051157,330.23090948707755,104.59983904869812
E05011472,Norbury & Pollards Hill,Croydon,756,1485,202,12196,1.332378234476359,9153.556913809221,567.4064469366818,1114.5483779113392,151.60860090107107
E05011473,Norbury Park,Croydon,649,647,165,10895,2.259502047444945,4821.85887475522,287.231428152009,286.3462773718795,73.02493936068025
E05011474,Old Coulsdon,Croydon,362,312,127,10104,6.950424549576546,1453.7241470545257,52.083149369926595,44.88934420833452,18.27226511044386
E05011475,Park Hill & Whitgift,Croydon,210,199,63,5769,1.9857701608119784,2905.170051322085,105.75241996492248,100.2130074905694,31.725725989476746
E05011476,Purley & Woodcote,Croydon,945,1085,344,15237,5.0832799570026745,2997.474097213486,185.9035913806356,213.4448641777668,67.6728417300938
E05011477,Purley Oaks & Riddlesdown,Croydon,395,427,184,9782,2.4535560009737427,3986.8664078251395,160.9908230516183,174.03311757731902,74.99319352277915
E05011478,Sanderstead,Croydon,342,474,236,15908,7.557394693589573,2104.9582091423226,45.25369044044973,62.720027101675946,31.22769281855596
E05011479,Selhurst,Croydon,1249,1176,473,13081,1.2995382581807509,10065.882953159338,961.1106038143884,904.936805512987,363.9754328296283
E05011480,Selsdon & Addington Village,Croydon,428,527,167,10032,5.2067755659308625,1926.7202653484237,82.20058548336576,101.21427231246204,32.0735929339301
E05011481,Selsdon Vale & Forestdale,Croydon,360,503,135,10009,4.9044250085804855,2040.810081199908,73.40310013307692,102.56044268593803,27.526162549903844
E05011482,Shirley North,Croydon,656,1044,195,15478,3.1218858601401185,4957.900670752039,210.12939914803835,334.4132510831586,62.462245173578474
E05011483,Shirley South,Croydon,461,507,163,10661,4.564986473782835,2335.3847949445562,100.9860604511247,111.06276062629115,35.706568012002876
E05011484,South Croydon,Croydon,1108,1116,592,18045,3.936099769232316,4584.487451526016,281.49692969192716,283.5293984983671,150.40269167655313
E05011485,South Norwood,Croydon,1354,1260,459,16507,2.1354002213014667,7730.166848975714,634.073175835289,590.0533246325438,214.94799683042663
E05011486,Thornton Heath,Croydon,1378,1218,455,17865,1.731668198666673,10316.641498501534,795.7644547962561,703.3680014091726,262.7524143195185
E05011487,Waddon,Croydon,1559,2265,543,18713,3.9182927301498687,4775.804486482116,397.8773683762955,578.0578828558752,138.58076396942172
E05011488,West Thornton,Croydon,1891,1693,674,18751,1.9765453937748179,9486.754040183834,956.7197424130782,856.5449624036708,340.9989986178819
E05011489,Woodside,Croydon,1120,1031,330,16709,2.1548360141336036,7754.186346620069,519.7611292246381,478.45868234875167,153.14390414654514
E05013496,Alperton,Brent,878,1314,520,14911,1.841563795181268,8096.922864696244,476.76871270896,713.5240187922249,282.3687136772884
E05013497,Barnhill,Brent,795,1099,533,11407,2.145377187677244,5317.013747288945,370.56420873978357,512.2642332138644,248.44116133120082
E05013498,Brondesbury Park,Brent,583,1042,201,13400,1.7311484706719913,7740.526146089846,336.7706524754015,601.9125555392253,116.10789219134769
E05013499,Cricklewood & Mapesbury,Brent,752,1005,302,14136,1.2338384487947258,11456.929400934734,609.4801152732683,814.5312710766418,244.76462076133913
E05013500,Dollis Hill,Brent,1567,1724,625,21863,3.014297134407089,7253.100482511139,519.8558503451015,571.9409610688928,207.3451860023538
E05013501,Harlesden & Kensal Green,Brent,1846,2089,720,19991,1.540812662850229,12974.322240459922,1198.0690738776957,1355.7780581422028,467.2858793022432
E05013502,Kenton,Brent,651,830,231,17799,3.0814303085439883,5776.213711745516,211.26552763336878,269.3554346170447,74.96518722474376
E05013503,Kilburn,Brent,1326,2053,478,17084,0.9379348540049764,18214.484648961938,1413.7442428309255,2188.8513804916215,509.63027758158546
E05013504,Kingsbury,Brent,660,1203,190,11114,1.3562042755247767,8194.930660943013,486.6523516485864,887.0345136867415,140.09688911095668
E05013505,Northwick Park,Brent,967,692,249,12453,2.509321552603205,4962.695987320192,385.36312693637086,275.7717516442282,99.23000890088557
E05013506,Preston,Brent,542,674,191,12573,1.7505772766209737,7182.202218612622,309.6121532242139,385.0158510574173,109.1068658041049
E05013507,Queens Park,Brent,948,1808,394,17155,1.6548752730604848,10366.340158236804,572.8528399888365,1092.5294669829286,238.08440818101434
